kingdom,phylum,class,order,family,genus,species,id,db,matched_taxid,url,rank,filename,num_records,seqlength
Eukaryota,Streptophyta,Magnoliopsida,Sapindales,Anacardiaceae,Pistacia,Pistacia vera,GCA_026535405.1,genbank,55513,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/535/405/GCA_026535405.1_ASM2653540v1/GCA_026535405.1_ASM2653540v1_genomic.fna.gz,species,sequences/GCA_026535405.1_ASM2653540v1.fna.gz,693,614173202
Eukaryota,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Pisum,Pisum sativum,GCA_036786075.1,genbank,3888,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/786/075/GCA_036786075.1_ASM3678607v1/GCA_036786075.1_ASM3678607v1_genomic.fna.gz,species,sequences/GCA_036786075.1_ASM3678607v1.fna.gz,2906,3926407069
Eukaryota,Streptophyta,Magnoliopsida,Caryophyllales,Portulacaceae,Portulaca,Portulaca oleracea,GCA_029582165.1,genbank,46147,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/582/165/GCA_029582165.1_ASM2958216v1/GCA_029582165.1_ASM2958216v1_genomic.fna.gz,species,sequences/GCA_029582165.1_ASM2958216v1.fna.gz,68,1134782496
Eukaryota,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,Prunus armeniaca,GCA_020424065.1,genbank,36596,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/424/065/GCA_020424065.1_ASM2042406v1/GCA_020424065.1_ASM2042406v1_genomic.fna.gz,species,sequences/GCA_020424065.1_ASM2042406v1.fna.gz,228,251329793
Eukaryota,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,Prunus avium,GCA_014155035.1,genbank,42229,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/155/035/GCA_014155035.1_NE-ME-NP-PH/GCA_014155035.1_NE-ME-NP-PH_genomic.fna.gz,species,sequences/GCA_014155035.1_NE-ME-NP-PH.fna.gz,61,344341978
Eukaryota,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,Prunus dulcis,GCA_021292205.2,genbank,3755,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/292/205/GCA_021292205.2_OSU_Pdul_2.5/GCA_021292205.2_OSU_Pdul_2.5_genomic.fna.gz,species,sequences/GCA_021292205.2_OSU_Pdul_2.5.fna.gz,105,257658611
Eukaryota,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,Prunus persica,GCA_024337555.1,genbank,3760,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/337/555/GCA_024337555.1_ASM2433755v1/GCA_024337555.1_ASM2433755v1_genomic.fna.gz,species,sequences/GCA_024337555.1_ASM2433755v1.fna.gz,118,243543027
Eukaryota,Streptophyta,Magnoliopsida,Myrtales,Myrtaceae,Psidium,Psidium guajava,GCA_023344035.1,genbank,120290,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/344/035/GCA_023344035.1_EMB_PsiGuava_1.0/GCA_023344035.1_EMB_PsiGuava_1.0_genomic.fna.gz,species,sequences/GCA_023344035.1_EMB_PsiGuava_1.0.fna.gz,510,359483705
Eukaryota,Streptophyta,Magnoliopsida,Myrtales,Lythraceae,Punica,Punica granatum,GCA_037055205.1,genbank,22663,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/055/205/GCA_037055205.1_ASM3705520v1/GCA_037055205.1_ASM3705520v1_genomic.fna.gz,species,sequences/GCA_037055205.1_ASM3705520v1.fna.gz,24,331473998
Eukaryota,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Pyrus,Pyrus communis,GCA_963583255.1,genbank,23211,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/583/255/GCA_963583255.1_drPyrComm1.1/GCA_963583255.1_drPyrComm1.1_genomic.fna.gz,species,sequences/GCA_963583255.1_drPyrComm1.1.fna.gz,33,487940690
Eukaryota,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus,Raphanus sativus,GCA_963506615.2,genbank,3726,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/506/615/GCA_963506615.2_Genome_and_annotation/GCA_963506615.2_Genome_and_annotation_genomic.fna.gz,species,sequences/GCA_963506615.2_Genome_and_annotation.fna.gz,210,409895559
Eukaryota,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia rosmarinus,GCA_036937905.1,genbank,39367,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/937/905/GCA_036937905.1_ASM3693790v1/GCA_036937905.1_ASM3693790v1_genomic.fna.gz,species,sequences/GCA_036937905.1_ASM3693790v1.fna.gz,907,1197726498
Eukaryota,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,Rubus idaeus,GCA_030142095.1,genbank,32247,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/142/095/GCA_030142095.1_RiMJ/GCA_030142095.1_RiMJ_genomic.fna.gz,species,sequences/GCA_030142095.1_RiMJ.fna.gz,11,265731984
Eukaryota,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Sambucus,Sambucus nigra,GCA_949130505.1,genbank,4202,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/130/505/GCA_949130505.1_daSamNigr1.1_alternate_haplotype/GCA_949130505.1_daSamNigr1.1_alternate_haplotype_genomic.fna.gz,species,sequences/GCA_949130505.1_daSamNigr1.1_alternate_haplotype.fna.gz,68000,10747735503
Eukaryota,Streptophyta,Magnoliopsida,Poales,Poaceae,Secale,Secale cereale,GCA_902687465.1,genbank,4550,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/687/465/GCA_902687465.1_Rye_Lo7_2018_v1p1p1/GCA_902687465.1_Rye_Lo7_2018_v1p1p1_genomic.fna.gz,species,sequences/GCA_902687465.1_Rye_Lo7_2018_v1p1p1.fna.gz,8,6735227109
Eukaryota,Streptophyta,Magnoliopsida,Lamiales,Pedaliaceae,Sesamum,Sesamum indicum,GCA_027475695.1,genbank,4182,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/475/695/GCA_027475695.1_ASM2747569v1/GCA_027475695.1_ASM2747569v1_genomic.fna.gz,species,sequences/GCA_027475695.1_ASM2747569v1.fna.gz,450,300330195
Eukaryota,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,Solanum lycopersicum,GCA_036512215.1,genbank,4081,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/512/215/GCA_036512215.1_ASM3651221v1/GCA_036512215.1_ASM3651221v1_genomic.fna.gz,species,sequences/GCA_036512215.1_ASM3651221v1.fna.gz,12,832773323
Eukaryota,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,Solanum melongena,GCA_000787875.1,genbank,4111,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/787/875/GCA_000787875.1_SME_r2.5.1/GCA_000787875.1_SME_r2.5.1_genomic.fna.gz,species,sequences/GCA_000787875.1_SME_r2.5.1.fna.gz,33873,833080760
Eukaryota,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,Solanum tuberosum,GCA_014189475.1,genbank,4113,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/189/475/GCA_014189475.1_ASM1418947v1/GCA_014189475.1_ASM1418947v1_genomic.fna.gz,species,sequences/GCA_014189475.1_ASM1418947v1.fna.gz,12,810122902
Eukaryota,Streptophyta,Magnoliopsida,Poales,Poaceae,Sorghum,Sorghum bicolor,GCA_033546975.1,genbank,4558,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/546/975/GCA_033546975.1_ASM3354697v1/GCA_033546975.1_ASM3354697v1_genomic.fna.gz,species,sequences/GCA_033546975.1_ASM3354697v1.fna.gz,10,726888120
Eukaryota,Streptophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,Spinacia,Spinacia oleracea,GCA_020520425.1,genbank,3562,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/520/425/GCA_020520425.1_BTI_SOV_V1/GCA_020520425.1_BTI_SOV_V1_genomic.fna.gz,species,sequences/GCA_020520425.1_BTI_SOV_V1.fna.gz,244,894256318
Eukaryota,Streptophyta,Magnoliopsida,Myrtales,Myrtaceae,Syzygium,Syzygium aromaticum,GCA_024500025.1,genbank,219868,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/500/025/GCA_024500025.1_ASM2450002v1/GCA_024500025.1_ASM2450002v1_genomic.fna.gz,species,sequences/GCA_024500025.1_ASM2450002v1.fna.gz,24,370257752
Eukaryota,Streptophyta,Magnoliopsida,Malvales,Malvaceae,Theobroma,Theobroma cacao,GCA_036851125.1,genbank,3641,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/851/125/GCA_036851125.1_USDA_IMC_67/GCA_036851125.1_USDA_IMC_67_genomic.fna.gz,species,sequences/GCA_036851125.1_USDA_IMC_67.fna.gz,141,380937587
Eukaryota,Streptophyta,Magnoliopsida,Poales,Poaceae,Triticum,Triticum aestivum,GCA_951799155.1,genbank,4565,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/951/799/155/GCA_951799155.1_NIAB_Elite_MAGIC_Alchemy/GCA_951799155.1_NIAB_Elite_MAGIC_Alchemy_genomic.fna.gz,species,sequences/GCA_951799155.1_NIAB_Elite_MAGIC_Alchemy.fna.gz,121,15334867051
Eukaryota,Streptophyta,Magnoliopsida,Ericales,Ericaceae,Vaccinium,Vaccinium corymbosum,GCA_014504835.1,genbank,69266,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/504/835/GCA_014504835.1_ASM1450483v1/GCA_014504835.1_ASM1450483v1_genomic.fna.gz,species,sequences/GCA_014504835.1_ASM1450483v1.fna.gz,13757,393150603
Eukaryota,Streptophyta,Magnoliopsida,Ericales,Ericaceae,Vaccinium,Vaccinium macrocarpon,GCA_022606695.1,genbank,13750,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/606/695/GCA_022606695.1_ASM2260669v1/GCA_022606695.1_ASM2260669v1_genomic.fna.gz,species,sequences/GCA_022606695.1_ASM2260669v1.fna.gz,13,484919498
Eukaryota,Streptophyta,Magnoliopsida,Ericales,Ericaceae,Vaccinium,Vaccinium myrtillus,GCA_016920895.1,genbank,180763,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/920/895/GCA_016920895.1_VacMyr_v1.0/GCA_016920895.1_VacMyr_v1.0_genomic.fna.gz,species,sequences/GCA_016920895.1_VacMyr_v1.0.fna.gz,1418,524292997
Eukaryota,Streptophyta,Magnoliopsida,Ericales,Ericaceae,Vaccinium,Vaccinium vitis-idaea,GCA_963855025.1,genbank,180772,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/855/025/GCA_963855025.1_ddVacViti1.1_alternate_haplotype/GCA_963855025.1_ddVacViti1.1_alternate_haplotype_genomic.fna.gz,species,sequences/GCA_963855025.1_ddVacViti1.1_alternate_haplotype.fna.gz,6705,473759497
Eukaryota,Streptophyta,Magnoliopsida,Lamiales,Verbenaceae,Verbena,Verbena officinalis,GCA_958496215.1,genbank,79772,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/958/496/215/GCA_958496215.1_daVerOffi1.1/GCA_958496215.1_daVerOffi1.1_genomic.fna.gz,species,sequences/GCA_958496215.1_daVerOffi1.1.fna.gz,14,289850359
Eukaryota,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,Vicia faba,GCA_948472305.1,genbank,3906,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/948/472/305/GCA_948472305.1_Hedin2_genome_v1/GCA_948472305.1_Hedin2_genome_v1_genomic.fna.gz,species,sequences/GCA_948472305.1_Hedin2_genome_v1.fna.gz,3983,11914498746
Eukaryota,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Vigna,Vigna angularis,GCA_016808095.1,genbank,3914,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/808/095/GCA_016808095.1_ASM1680809v1/GCA_016808095.1_ASM1680809v1_genomic.fna.gz,species,sequences/GCA_016808095.1_ASM1680809v1.fna.gz,34,447806493
Eukaryota,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Vigna,Vigna mungo,GCA_036885675.1,genbank,3915,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/885/675/GCA_036885675.1_ASM3688567v1/GCA_036885675.1_ASM3688567v1_genomic.fna.gz,species,sequences/GCA_036885675.1_ASM3688567v1.fna.gz,13,479276883
Eukaryota,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Vigna,Vigna radiata,GCA_001584445.1,genbank,157791,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/584/445/GCA_001584445.1_ASM158444v1/GCA_001584445.1_ASM158444v1_genomic.fna.gz,species,sequences/GCA_001584445.1_ASM158444v1.fna.gz,2418,454906882
Eukaryota,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Vigna,Vigna umbellata,GCA_029865625.1,genbank,87088,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/865/625/GCA_029865625.1_Vumbellata_1.0/GCA_029865625.1_Vumbellata_1.0_genomic.fna.gz,species,sequences/GCA_029865625.1_Vumbellata_1.0.fna.gz,232,626889632
Eukaryota,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Vigna,Vigna unguiculata,GCA_036971635.1,genbank,3917,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/971/635/GCA_036971635.1_ASM3697163v1/GCA_036971635.1_ASM3697163v1_genomic.fna.gz,species,sequences/GCA_036971635.1_ASM3697163v1.fna.gz,904,632309882
Eukaryota,Streptophyta,Magnoliopsida,Vitales,Vitaceae,Vitis,Vitis rotundifolia,GCA_030254885.1,genbank,103349,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/254/885/GCA_030254885.1_VITMroCarlos_v1.3/GCA_030254885.1_VITMroCarlos_v1.3_genomic.fna.gz,species,sequences/GCA_030254885.1_VITMroCarlos_v1.3.fna.gz,75,414839711
Eukaryota,Streptophyta,Magnoliopsida,Vitales,Vitaceae,Vitis,Vitis vinifera,GCA_030704535.1,genbank,29760,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/704/535/GCA_030704535.1_ASM3070453v1/GCA_030704535.1_ASM3070453v1_genomic.fna.gz,species,sequences/GCA_030704535.1_ASM3070453v1.fna.gz,19,494873210
Eukaryota,Streptophyta,Magnoliopsida,Poales,Poaceae,Zea,Zea mays,GCA_022117705.1,genbank,4577,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/117/705/GCA_022117705.1_Zm-Mo17-REFERENCE-CAU-T2T-assembly/GCA_022117705.1_Zm-Mo17-REFERENCE-CAU-T2T-assembly_genomic.fna.gz,species,sequences/GCA_022117705.1_Zm-Mo17-REFERENCE-CAU-T2T-assembly.fna.gz,10,2178604320
Eukaryota,Streptophyta,Magnoliopsida,Zingiberales,Zingiberaceae,Zingiber,Zingiber officinale,GCA_011317585.2,genbank,94328,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/317/585/GCA_011317585.2_ASM1131758v2/GCA_011317585.2_ASM1131758v2_genomic.fna.gz,species,sequences/GCA_011317585.2_ASM1131758v2.fna.gz,47784,1487023370
Eukaryota,Streptophyta,Magnoliopsida,Zingiberales,Musaceae,Musa,Musa acuminata,GCA_030219345.1,genbank,4641,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/219/345/GCA_030219345.1_ASM3021934v1/GCA_030219345.1_ASM3021934v1_genomic.fna.gz,species,sequences/GCA_030219345.1_ASM3021934v1.fna.gz,22,940043291
Eukaryota,Streptophyta,Magnoliopsida,Apiales,Araliaceae,Panax,Panax ginseng,GCA_020205605.1,genbank,4054,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/205/605/GCA_020205605.1_ASM2020560v1/GCA_020205605.1_ASM2020560v1_genomic.fna.gz,species,sequences/GCA_020205605.1_ASM2020560v1.fna.gz,97,3355148547
Eukaryota,Streptophyta,Magnoliopsida,Sapindales,Sapindaceae,Dimocarpus,Dimocarpus longan,GCA_022984855.1,genbank,128017,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/984/855/GCA_022984855.1_ASM2298485v1/GCA_022984855.1_ASM2298485v1_genomic.fna.gz,species,sequences/GCA_022984855.1_ASM2298485v1.fna.gz,90,454299200
Eukaryota,Streptophyta,Magnoliopsida,Proteales,Proteaceae,Macadamia,Macadamia tetraphylla,GCA_022985045.1,genbank,512563,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/985/045/GCA_022985045.1_ASM2298504v1/GCA_022985045.1_ASM2298504v1_genomic.fna.gz,species,sequences/GCA_022985045.1_ASM2298504v1.fna.gz,1059,750866652
Eukaryota,Streptophyta,Magnoliopsida,Vitales,Vitaceae,Vitis,Vitis aestivalis,GCA_001562795.1,genbank,3605,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/562/795/GCA_001562795.1_VitisNorton_MSU1.0/GCA_001562795.1_VitisNorton_MSU1.0_genomic.fna.gz,species,sequences/GCA_001562795.1_VitisNorton_MSU1.0.fna.gz,756125,432755284
Eukaryota,Streptophyta,Magnoliopsida,Vitales,Vitaceae,Vitis,Vitis labrusca,GCA_011039315.1,genbank,103355,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/039/315/GCA_011039315.1_ASM1103931v1/GCA_011039315.1_ASM1103931v1_genomic.fna.gz,species,sequences/GCA_011039315.1_ASM1103931v1.fna.gz,9752,570617295
Eukaryota,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Capsicum,Capsicum baccatum,GCA_030864225.1,genbank,33114,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/864/225/GCA_030864225.1_ASM3086422v1/GCA_030864225.1_ASM3086422v1_genomic.fna.gz,species,sequences/GCA_030864225.1_ASM3086422v1.fna.gz,432,3310135342
Eukaryota,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Capsicum,Capsicum chinense,GCA_026120095.1,genbank,80379,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/120/095/GCA_026120095.1_Arnaucho_INIA/GCA_026120095.1_Arnaucho_INIA_genomic.fna.gz,species,sequences/GCA_026120095.1_Arnaucho_INIA.fna.gz,7137,3089495626
Eukaryota,Streptophyta,Magnoliopsida,Sapindales,Sapindaceae,Nephelium,Nephelium lappaceum,GCA_021234005.1,genbank,151071,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/234/005/GCA_021234005.1_ASM2123400v1/GCA_021234005.1_ASM2123400v1_genomic.fna.gz,species,sequences/GCA_021234005.1_ASM2123400v1.fna.gz,581,409258346
Eukaryota,Streptophyta,Magnoliopsida,Poales,Poaceae,Oryza,Oryza rufipogon,GCA_023541355.1,genbank,4529,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/541/355/GCA_023541355.1_O._rufipogonIRGC106523RS1/GCA_023541355.1_O._rufipogonIRGC106523RS1_genomic.fna.gz,species,sequences/GCA_023541355.1_O._rufipogonIRGC106523RS1.fna.gz,136,462580640
Eukaryota,Streptophyta,Magnoliopsida,Asparagales,Amaryllidaceae,Allium,Allium fistulosum,GCA_030737815.1,genbank,35875,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/737/815/GCA_030737815.1_ASM3073781v1/GCA_030737815.1_ASM3073781v1_genomic.fna.gz,species,sequences/GCA_030737815.1_ASM3073781v1.fna.gz,192,11672876163
Eukaryota,Streptophyta,Magnoliopsida,Poales,Poaceae,Triticum,Triticum turgidum,GCA_023384775.1,genbank,4571,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/384/775/GCA_023384775.1_ASM2338477v1/GCA_023384775.1_ASM2338477v1_genomic.fna.gz,species,sequences/GCA_023384775.1_ASM2338477v1.fna.gz,59460,731338476
Eukaryota,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia elegans,GCA_028566235.1,genbank,888065,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/566/235/GCA_028566235.1_ASM2856623v1/GCA_028566235.1_ASM2856623v1_genomic.fna.gz,species,sequences/GCA_028566235.1_ASM2856623v1.fna.gz,54294,259056690
Eukaryota,Streptophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Cucurbita,Cucurbita maxima,GCA_002738345.1,genbank,3661,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/738/345/GCA_002738345.1_Cmax_1.0/GCA_002738345.1_Cmax_1.0_genomic.fna.gz,species,sequences/GCA_002738345.1_Cmax_1.0.fna.gz,8299,271413401
Eukaryota,Arthropoda,Malacostraca,Decapoda,Lithodidae,Paralithodes,Paralithodes camtschaticus,GCA_018397895.1,genbank,6741,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/397/895/GCA_018397895.1_paralithodes_camtschaticus/GCA_018397895.1_paralithodes_camtschaticus_genomic.fna.gz,species,sequences/GCA_018397895.1_paralithodes_camtschaticus.fna.gz,859811,3809538835
Eukaryota,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Pyrus,Pyrus pyrifolia,GCA_016587475.1,genbank,3767,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/587/475/GCA_016587475.1_PPY_r1.0/GCA_016587475.1_PPY_r1.0_genomic.fna.gz,species,sequences/GCA_016587475.1_PPY_r1.0.fna.gz,114,503888133
Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Clupea,Clupea harengus,GCA_902175115.3,genbank,7950,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/175/115/GCA_902175115.3_ChASM_A3/GCA_902175115.3_ChASM_A3_genomic.fna.gz,species,sequences/GCA_902175115.3_ChASM_A3.fna.gz,2419,790426535
Eukaryota,Chordata,Actinopteri,Scombriformes,Scombridae,Scomber,Scomber scombrus,GCA_963691945.1,genbank,13677,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/691/945/GCA_963691945.1_fScoSco1.1_alternate_haplotype/GCA_963691945.1_fScoSco1.1_alternate_haplotype_genomic.fna.gz,species,sequences/GCA_963691945.1_fScoSco1.1_alternate_haplotype.fna.gz,4905,731363837
Eukaryota,Chordata,Actinopteri,Gadiformes,Gadidae,Pollachius,Pollachius pollachius,GCA_949987615.1,genbank,185739,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/987/615/GCA_949987615.1_fPolPol2.1/GCA_949987615.1_fPolPol2.1_genomic.fna.gz,species,sequences/GCA_949987615.1_fPolPol2.1.fna.gz,616,606767444
Eukaryota,Streptophyta,Magnoliopsida,Poales,Poaceae,Phyllostachys,Phyllostachys edulis,GCA_036346405.1,genbank,38705,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/346/405/GCA_036346405.1_KIB_Pedu_3/GCA_036346405.1_KIB_Pedu_3_genomic.fna.gz,species,sequences/GCA_036346405.1_KIB_Pedu_3.fna.gz,943,2034545953
Eukaryota,Chordata,Actinopteri,"",Moronidae,Morone,Morone saxatilis,GCA_004916995.1,genbank,34816,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/916/995/GCA_004916995.1_NCSU_SB_2.0/GCA_004916995.1_NCSU_SB_2.0_genomic.fna.gz,species,sequences/GCA_004916995.1_NCSU_SB_2.0.fna.gz,629,598109547
Eukaryota,Chordata,Mammalia,Artiodactyla,Monodontidae,Delphinapterus,Delphinapterus leucas,GCA_035221355.1,genbank,9749,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/035/221/355/GCA_035221355.1_mDelLeu1_p1.0/GCA_035221355.1_mDelLeu1_p1.0_genomic.fna.gz,species,sequences/GCA_035221355.1_mDelLeu1_p1.0.fna.gz,5239,2359906479
Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bison,Bison bison,GCA_000754665.1,genbank,9901,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/754/665/GCA_000754665.1_Bison_UMD1.0/GCA_000754665.1_Bison_UMD1.0_genomic.fna.gz,species,sequences/GCA_000754665.1_Bison_UMD1.0.fna.gz,450181,2953606000
Eukaryota,Chordata,Actinopteri,Esociformes,Umbridae,Dallia,Dallia pectoralis,GCA_029465975.1,genbank,75939,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/465/975/GCA_029465975.1_DPEC_1.1/GCA_029465975.1_DPEC_1.1_genomic.fna.gz,species,sequences/GCA_029465975.1_DPEC_1.1.fna.gz,1317,719674739
Eukaryota,Arthropoda,Malacostraca,Decapoda,Portunidae,Callinectes,Callinectes sapidus,GCA_027123505.1,genbank,6763,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/123/505/GCA_027123505.1_ASM2712350v1/GCA_027123505.1_ASM2712350v1_genomic.fna.gz,species,sequences/GCA_027123505.1_ASM2712350v1.fna.gz,177841,988372659
Eukaryota,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,Mytilus edulis,GCA_963676595.2,genbank,6550,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/676/595/GCA_963676595.2_xbMytEdul2.2_alternate_haplotype/GCA_963676595.2_xbMytEdul2.2_alternate_haplotype_genomic.fna.gz,species,sequences/GCA_963676595.2_xbMytEdul2.2_alternate_haplotype.fna.gz,84,1316984861
Eukaryota,Chordata,Actinopteri,Scombriformes,Scombridae,Thunnus,Thunnus thynnus,GCA_963924655.1,genbank,8237,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/924/655/GCA_963924655.1_fThuThy2.1_alternate_haplotype/GCA_963924655.1_fThuThy2.1_alternate_haplotype_genomic.fna.gz,species,sequences/GCA_963924655.1_fThuThy2.1_alternate_haplotype.fna.gz,3713,806472619
Eukaryota,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,GCA_031306245.1,genbank,9823,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/031/306/245/GCA_031306245.1_NCMD/GCA_031306245.1_NCMD_genomic.fna.gz,species,sequences/GCA_031306245.1_NCMD.fna.gz,1076,2484527367
Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bubalus,Bubalus bubalis,GCA_019923935.1,genbank,89462,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/923/935/GCA_019923935.1_NDDB_SH_1/GCA_019923935.1_NDDB_SH_1_genomic.fna.gz,species,sequences/GCA_019923935.1_NDDB_SH_1.fna.gz,26,2622460638
Eukaryota,Chordata,Actinopteri,Gadiformes,Lotidae,Lota,Lota lota,GCA_026745465.1,genbank,69944,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/745/465/GCA_026745465.1_ASM2674546v1/GCA_026745465.1_ASM2674546v1_genomic.fna.gz,species,sequences/GCA_026745465.1_ASM2674546v1.fna.gz,867,575783837
Eukaryota,Streptophyta,Magnoliopsida,Fagales,Juglandaceae,Juglans,Juglans cinerea,GCA_961763995.1,genbank,91214,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/961/763/995/GCA_961763995.1_jcinerea.fasta.gz/GCA_961763995.1_jcinerea.fasta.gz_genomic.fna.gz,species,sequences/GCA_961763995.1_jcinerea.fasta.gz.fna.gz,16,539433174
Eukaryota,Streptophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Cucurbita,Cucurbita moschata,GCA_002738365.1,genbank,3662,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/738/365/GCA_002738365.1_Cmos_1.0/GCA_002738365.1_Cmos_1.0_genomic.fna.gz,species,sequences/GCA_002738365.1_Cmos_1.0.fna.gz,3500,269943085
