orig_taxid,kingdom,phylum,class,order,family,genus,species,id,db,matched_taxid,url,rank
8017,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus gorbuscha,GCA_021184085.1,genbank,8017,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/184/085/GCA_021184085.1_OgorEven_v1.0,species
8018,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus keta,GCA_023373465.1,genbank,8018,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/373/465/GCA_023373465.1_Oket_V2,species
8019,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus kisutch,GCA_002021735.2,genbank,8019,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/021/735/GCA_002021735.2_Okis_V2,species
8023,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus nerka,GCA_034236695.1,genbank,8023,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/236/695/GCA_034236695.1_Oner_Uvic_2.0,species
74940,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus tshawytscha,GCA_018296145.1,genbank,74940,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/296/145/GCA_018296145.1_Otsh_v2.0,species
8030,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salmo,Salmo salar,GCA_923944775.2,genbank,8030,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/923/944/775/GCA_923944775.2_NASsal_v2.1,species
7689,Eukaryota,Echinodermata,Holothuroidea,Aspidochirotida,Stichopodidae,Apostichopus,Apostichopus californicus,GCA_020650975.1,genbank,2032702,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/650/975/GCA_020650975.1_ASM2065097v1,species
34886,Eukaryota,Chordata,Mammalia,Carnivora,Otariidae,Eumetopias,Eumetopias jubatus,GCA_037043125.1,genbank,34886,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/043/125/GCA_037043125.1_mEumJub1_p1.0,species
9718,Eukaryota,Chordata,Mammalia,Carnivora,Phocidae,Pusa,Pusa hispida,GCA_947044825.1,genbank,9718,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/947/044/825/GCA_947044825.1_Saimaa_ringed_seal_draft_genome,species
485725,Eukaryota,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Sesbania,Sesbania bispinosa,GCA_026901365.1,genbank,485725,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/901/365/GCA_026901365.1_ASM2690136v1,species
34773,Eukaryota,Chordata,Actinopteri,Clupeiformes,Clupeidae,Alosa,Alosa sapidissima,GCA_019202745.1,genbank,34773,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/202/745/GCA_019202745.1_Alosa.v1,species
9940,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,Ovis aries,GCA_033439445.1,genbank,9940,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/439/445/GCA_033439445.1_ASM3343944v1,species
301693,Eukaryota,Streptophyta,Magnoliopsida,Magnoliales,Annonaceae,Annona,Annona squamosa,GCA_035584095.1,genbank,301693,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/035/584/095/GCA_035584095.1_ASM3558409v1,species
270329,Eukaryota,Chordata,Actinopteri,Centrarchiformes,Centrarchidae,Lepomis,Lepomis gibbosus,GCA_029875015.1,genbank,270329,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/875/015/GCA_029875015.1_ASM2987501v1,species
8245,Eukaryota,Chordata,Actinopteri,Istiophoriformes,Xiphiidae,Xiphias,Xiphias gladius,GCA_016859285.1,genbank,8245,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/859/285/GCA_016859285.1_ASM1685928v1,species
4460,Eukaryota,Streptophyta,Magnoliopsida,Alismatales,Araceae,Colocasia,Colocasia esculenta,GCA_014218235.1,genbank,4460,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/218/235/GCA_014218235.1_Taro_JAAS_v1.0,species
110835,Eukaryota,Streptophyta,Magnoliopsida,Poales,Poaceae,Eragrostis,Eragrostis tef,GCA_024500355.1,genbank,110835,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/500/355/GCA_024500355.1_Salk_teff_dabbi_3.0,species
3670,Eukaryota,Streptophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Luffa,Luffa aegyptiaca,GCA_017139565.1,genbank,3670,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/139/565/GCA_017139565.1_ASM1713956v1,species
9103,Eukaryota,Chordata,Aves,Galliformes,Phasianidae,Meleagris,Meleagris gallopavo,GCA_943295565.1,genbank,9103,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/943/295/565/GCA_943295565.1_MGAL_WU_HG_1.0_parent1,species
9913,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,Bos taurus,GCA_963920265.1,genbank,9913,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/920/265/GCA_963920265.1_seqoccin.Bt.char.SAMEA114541727.v1.0,species
283036,Eukaryota,Chordata,Actinopteri,Perciformes,Percidae,Sander,Sander vitreus,GCA_031162955.1,genbank,283036,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/031/162/955/GCA_031162955.1_sanVit1,species
1042646,Eukaryota,Chordata,Actinopteri,Gadiformes,Gadidae,Gadus,Gadus chalcogrammus,GCA_026213295.1,genbank,1042646,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/213/295/GCA_026213295.1_NIFS_Gcha_1.0,species
75806,Eukaryota,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Eutrema,Eutrema japonicum,GCA_030161335.1,genbank,75806,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/161/335/GCA_030161335.1_Ej_v1.1.2_hap2,species
102211,Eukaryota,Streptophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Benincasa,Benincasa hispida,GCA_947786645.1,genbank,102211,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/947/786/645/GCA_947786645.1_pf3_v1.1,species
8060,Eukaryota,Chordata,Actinopteri,Gadiformes,Gadidae,Pollachius,Pollachius virens,GCA_900312635.1,genbank,8060,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/312/635/GCA_900312635.1_ASM90031263v1,species
8058,Eukaryota,Chordata,Actinopteri,Gadiformes,Gadidae,Merlangius,Merlangius merlangus,GCA_900323355.1,genbank,8058,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/323/355/GCA_900323355.1_ASM90032335v1,species
109171,Eukaryota,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Pachyrhizus,Pachyrhizus erosus,GCA_026544285.1,genbank,109171,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/544/285/GCA_026544285.1_ASM2654428v1,species
8236,Eukaryota,Chordata,Actinopteri,Scombriformes,Scombridae,Thunnus,Thunnus albacares,GCA_914725855.2,genbank,8236,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/914/725/855/GCA_914725855.2_fThuAlb1.2,species
302047,Eukaryota,Chordata,Actinopteri,Carangiformes,Carangidae,Seriola,Seriola lalandi,GCA_003054885.1,genbank,302047,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/054/885/GCA_003054885.1_wag_ytk_001,species
8267,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Hippoglossus,Hippoglossus hippoglossus,GCA_009819705.1,genbank,8267,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/819/705/GCA_009819705.1_fHipHip1.pri,species
195615,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Hippoglossus,Hippoglossus stenolepis,GCA_022539355.2,genbank,195615,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/539/355/GCA_022539355.2_HSTE1.2,species
41210,Eukaryota,Arthropoda,Malacostraca,Decapoda,Majidae,Chionoecetes,Chionoecetes opilio,GCA_016584305.1,genbank,41210,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/584/305/GCA_016584305.1_ASM1658430v1,species
3920,Eukaryota,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Vigna,Vigna unguiculata,GCA_036971635.1,genbank,3917,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/971/635/GCA_036971635.1_ASM3697163v1,species
9925,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,Capra,Capra hircus,GCA_026652205.1,genbank,9925,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/652/205/GCA_026652205.1_ASM2665220v1,species
297284,Eukaryota,Chordata,Mammalia,Artiodactyla,Bovidae,"",Bos taurus x Bison bison,GCA_030254855.1,genbank,297284,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/254/855/GCA_030254855.1_TAMU_Bison_Bison_3.0,species
9825,Eukaryota,Chordata,Mammalia,Artiodactyla,Suidae,Sus,Sus scrofa,GCA_031306245.1,genbank,9823,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/031/306/245/GCA_031306245.1_NCMD,species
9707,Eukaryota,Chordata,Mammalia,Carnivora,Odobenidae,Odobenus,Odobenus rosmarus,GCA_000321225.1,genbank,9707,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/321/225/GCA_000321225.1_Oros_1.0,species
376534,Eukaryota,Streptophyta,Magnoliopsida,Poales,Poaceae,Triticum,Triticum turgidum,GCA_023384775.1,genbank,4571,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/384/775/GCA_023384775.1_ASM2338477v1,species
138955,Eukaryota,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Vigna,Vigna unguiculata,GCA_036971635.1,genbank,3917,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/971/635/GCA_036971635.1_ASM3697163v1,species
29892,Eukaryota,Basidiomycota,Agaricomycetes,Auriculariales,Auriculariaceae,Auricularia,Auricularia auricula-judae,GCA_002092955.1,genbank,29892,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/092/955/GCA_002092955.1_ASM209295v1,species
5341,Eukaryota,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,Agaricus bisporus,GCA_943193715.1,genbank,5341,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/943/193/715/GCA_943193715.1_gfAgaBisp1.1,species
5353,Eukaryota,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Lentinula,Lentinula edodes,GCA_030770125.1,genbank,5353,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/770/125/GCA_030770125.1_TB_Sanjo_1,species
74381,Eukaryota,"",Phaeophyceae,Laminariales,Alariaceae,Undaria,Undaria pinnatifida,GCA_020975765.1,genbank,74381,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/975/765/GCA_020975765.1_Upin_Kr2015,species
38945,Eukaryota,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Flammulina,Flammulina velutipes,GCA_945909995.2,genbank,38945,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/945/909/995/GCA_945909995.2_gfFlaVelt1.2,species
330163,Eukaryota,Streptophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,Dysphania,Dysphania ambrosioides,GCA_026401315.1,genbank,330163,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/401/315/GCA_026401315.1_BYU_DyAmbr,species
5322,Eukaryota,Basidiomycota,Agaricomycetes,Agaricales,Pleurotaceae,Pleurotus,Pleurotus ostreatus,GCA_029852705.2,genbank,5322,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/852/705/GCA_029852705.2_AS_PC9.15,species
29893,Eukaryota,Basidiomycota,Agaricomycetes,Auriculariales,Auriculariaceae,Auricularia,Auricularia polytricha,GCA_003316125.1,genbank,29893,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/316/125/GCA_003316125.1_ASM331612v1,species
5627,Eukaryota,Basidiomycota,Agaricomycetes,Polyporales,Grifolaceae,Grifola,Grifola frondosa,GCA_003313135.1,genbank,5627,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/313/135/GCA_003313135.1_ASM331313v1,species
38527,Eukaryota,Chordata,Actinopteri,Cypriniformes,Leuciscidae,Abramis,Abramis brama,GCA_022829085.1,genbank,38527,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/829/085/GCA_022829085.1_ASM2282908v1,species
36066,Eukaryota,Basidiomycota,Agaricomycetes,Cantharellales,Cantharellaceae,Cantharellus,Cantharellus cibarius,GCA_003521295.1,genbank,36066,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/521/295/GCA_003521295.1_ASM352129v1,species
27771,Eukaryota,Chordata,Actinopteri,Pleuronectiformes,Pleuronectidae,Limanda,Limanda limanda,GCA_963576545.1,genbank,27771,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/576/545/GCA_963576545.1_fLimLim1.1,species
7797,Eukaryota,Chordata,Chondrichthyes,Squaliformes,Squalidae,Squalus,Squalus acanthias,GCA_030390025.1,genbank,7797,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/390/025/GCA_030390025.1_ASM3039002v1,species
62621,Eukaryota,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus,Lepus timidus,GCA_009760805.1,genbank,62621,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/760/805/GCA_009760805.1_CIBIO-ISEM_LeTim_1.1,species
8040,Eukaryota,Chordata,Actinopteri,Salmoniformes,Salmonidae,Salvelinus,Salvelinus namaycush,GCA_016432855.1,genbank,8040,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/432/855/GCA_016432855.1_SaNama_1.0,species
80723,Eukaryota,Chordata,Actinopteri,Gadiformes,Gadidae,Trisopterus,Trisopterus esmarkii,GCA_027123545.1,genbank,80723,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/123/545/GCA_027123545.1_ASM2712354v1,species
93297,Eukaryota,Streptophyta,Magnoliopsida,Arecales,Arecaceae,Metroxylon,Metroxylon sagu,GCA_017589505.3,genbank,93297,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/589/505/GCA_017589505.3_Sago_v3,species
283035,Eukaryota,Chordata,Actinopteri,Perciformes,Percidae,Sander,Sander lucioperca,GCA_023718385.1,genbank,283035,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/718/385/GCA_023718385.1_ASM2371838v1,species
64668,Eukaryota,Chordata,Aves,Galliformes,Phasianidae,Lagopus,Lagopus muta,GCA_023344045.1,genbank,64668,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/344/045/GCA_023344045.1_bLagMut1_alternate,species
72055,Eukaryota,Chordata,Actinopteri,Perciformes,Sebastidae,Sebastes,Sebastes alutus,GCA_916700825.1,genbank,72055,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/916/700/825/GCA_916700825.1_S-alutus_KUI2069,species
88149,Eukaryota,"",Phaeophyceae,Laminariales,Laminariaceae,Saccharina,Saccharina japonica,GCA_008828725.1,genbank,88149,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/828/725/GCA_008828725.1_ASM882872v1,species
8469,Eukaryota,Chordata,"",Testudines,Cheloniidae,Chelonia,Chelonia mydas,GCA_015237465.2,genbank,8469,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/237/465/GCA_015237465.2_rCheMyd1.pri.v2,species
108881,Eukaryota,Streptophyta,Magnoliopsida,Malvales,Malvaceae,Theobroma,Theobroma grandiflorum,GCA_036013995.1,genbank,108881,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/013/995/GCA_036013995.1_ASM3601399v1,species
292385,Eukaryota,Streptophyta,Magnoliopsida,Ericales,Sapotaceae,Vitellaria,Vitellaria paradoxa,GCA_019916065.1,genbank,292385,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/916/065/GCA_019916065.1_ASM1991606v1,species
385388,Eukaryota,Streptophyta,Magnoliopsida,Ericales,Theaceae,Camellia,Camellia oleifera,GCA_022316695.1,genbank,385388,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/316/695/GCA_022316695.1_ASM2231669v1,species
113210,Eukaryota,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Capsicum,Capsicum pubescens,GCA_030864215.1,genbank,113210,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/864/215/GCA_030864215.1_ASM3086421v1,species
3716,Eukaryota,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Brassica,Brassica oleracea,GCA_037043335.1,genbank,3712,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/043/335/GCA_037043335.1_BobV2,species
262757,Eukaryota,Streptophyta,Magnoliopsida,Fagales,Myricaceae,Morella,Morella rubra,GCA_003952965.2,genbank,262757,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/952/965/GCA_003952965.2_Mru_ZJU_2,species
4678,Eukaryota,Streptophyta,Magnoliopsida,Asparagales,Amaryllidaceae,Allium,,GCA_030765085.1,genbank,4678,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/765/085/GCA_030765085.1_ASM3076508v1,genus
74900,Eukaryota,Streptophyta,Magnoliopsida,Asparagales,Amaryllidaceae,Allium,Allium schoenoprasum,GCA_030765085.1,genbank,4678,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/765/085/GCA_030765085.1_ASM3076508v1,genus
40922,Eukaryota,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Anethum,Anethum graveolens,GCA_003724115.2,genbank,40921,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/724/115/GCA_003724115.2_FoenVul1.1,genus
301862,Eukaryota,Streptophyta,Magnoliopsida,Magnoliales,Annonaceae,Annona,Annona reticulata,GCA_035584095.1,genbank,13336,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/035/584/095/GCA_035584095.1_ASM3558409v1,genus
72341,Eukaryota,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Artemisia,Artemisia dracunculus,GCA_035048425.1,genbank,4219,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/035/048/425/GCA_035048425.1_ASM3504842v1,genus
4220,Eukaryota,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Artemisia,Artemisia vulgaris,GCA_035048425.1,genbank,4219,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/035/048/425/GCA_035048425.1_ASM3504842v1,genus
21019,Eukaryota,Streptophyta,Magnoliopsida,Fagales,Fagaceae,Castanea,,GCA_020976635.1,genbank,21019,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/976/635/GCA_020976635.1_NIFoS_Ccrenata_1.0,genus
119260,Eukaryota,Streptophyta,Magnoliopsida,Laurales,Lauraceae,Cinnamomum,Cinnamomum aromaticum,GCA_003546025.1,genbank,13428,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/546/025/GCA_003546025.1_ASBRC_Ckan_1.0,genus
128608,Eukaryota,Streptophyta,Magnoliopsida,Laurales,Lauraceae,Cinnamomum,Cinnamomum verum,GCA_003546025.1,genbank,13428,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/546/025/GCA_003546025.1_ASBRC_Ckan_1.0,genus
159033,Eukaryota,Streptophyta,Magnoliopsida,Sapindales,Rutaceae,Citrus,Citrus x aurantiifolia,GCA_036169575.1,genbank,2706,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/169/575/GCA_036169575.1_PB533_SCSK_HAP2,genus
13442,Eukaryota,Streptophyta,Magnoliopsida,Gentianales,Rubiaceae,Coffea,,GCA_036785885.1,genbank,13442,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/785/885/GCA_036785885.1_Coffea_Arabica_ET-39_HiFi,genus
3660,Eukaryota,Streptophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Cucurbita,,GCA_033971965.1,genbank,3660,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/971/965/GCA_033971965.1_UNAM_Cfic_1.0,genus
119950,Eukaryota,Streptophyta,Magnoliopsida,Myrtales,Myrtaceae,Eugenia,,GCA_025175695.1,genbank,119950,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/175/695/GCA_025175695.1_ekl_cut1000.fasta,genus
89636,Eukaryota,Streptophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,Ipomoea aquatica,GCA_009835305.1,genbank,4119,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/835/305/GCA_009835305.1_UM_IpPur_1.0,genus
3869,Eukaryota,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Lupinus,,GCA_025802195.1,genbank,3869,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/802/195/GCA_025802195.1_ASM2580219v1,genus
283210,Eukaryota,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Malus,Malus pumila,GCA_028456135.1,genbank,3749,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/456/135/GCA_028456135.1_Malus_sieversii.altA,genus
21819,Eukaryota,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Mentha,,GCA_001642375.2,genbank,21819,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/642/375/GCA_001642375.2_Mlong_CMEN585_v3,genus
190902,Eukaryota,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Mentha,Mentha aquatica,GCA_001642375.2,genbank,21819,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/642/375/GCA_001642375.2_Mlong_CMEN585_v3,genus
292239,Eukaryota,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Mentha,Mentha arvensis,GCA_001642375.2,genbank,21819,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/642/375/GCA_001642375.2_Mlong_CMEN585_v3,genus
29719,Eukaryota,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Mentha,Mentha spicata,GCA_001642375.2,genbank,21819,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/642/375/GCA_001642375.2_Mlong_CMEN585_v3,genus
34256,Eukaryota,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Mentha,Mentha x piperita,GCA_001642375.2,genbank,21819,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/642/375/GCA_001642375.2_Mlong_CMEN585_v3,genus
3497,Eukaryota,Streptophyta,Magnoliopsida,Rosales,Moraceae,Morus,,GCA_029231665.1,genbank,3497,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/231/665/GCA_029231665.1_JNU_Mind_1.1,genus
85232,Eukaryota,Streptophyta,Magnoliopsida,Rosales,Moraceae,Morus,Morus nigra,GCA_029231665.1,genbank,3497,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/231/665/GCA_029231665.1_JNU_Mind_1.1,genus
39350,Eukaryota,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Ocimum,Ocimum basilicum,GCA_001748785.1,genbank,39173,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/748/785/GCA_001748785.1_OcimTenu2.0,genus
3468,Eukaryota,Streptophyta,Magnoliopsida,Ranunculales,Papaveraceae,Papaver,,GCA_023529315.1,genbank,3468,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/529/315/GCA_023529315.1_Yrk_Pbra_ont_1,genus
661339,Eukaryota,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Aronia,Aronia melanocarpa,GCA_025448175.1,genbank,193297,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/448/175/GCA_025448175.1_ASM2544817v1,genus
3337,Eukaryota,Streptophyta,Pinopsida,Pinales,Pinaceae,Pinus,,GCA_031772625.1,genbank,3337,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/031/772/625/GCA_031772625.1_CPIR1,genus
13216,Eukaryota,Streptophyta,Magnoliopsida,Piperales,Piperaceae,Piper,Piper nigrum,GCA_032619315.1,genbank,13215,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/032/619/315/GCA_032619315.1_KAU_P.longum,genus
3754,Eukaryota,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,,GCA_034190965.1,genbank,3754,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/190/965/GCA_034190965.1_ASM3419096v1,genus
140311,Eukaryota,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,Prunus cerasus,GCA_034190965.1,genbank,3754,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/190/965/GCA_034190965.1_ASM3419096v1,genus
3758,Eukaryota,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,Prunus domestica,GCA_034190965.1,genbank,3754,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/190/965/GCA_034190965.1_ASM3419096v1,genus
3621,Eukaryota,Streptophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Rheum,Rheum rhabarbarum,GCA_027886185.1,genbank,3620,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/886/185/GCA_027886185.1_ASM2788618v1,genus
23216,Eukaryota,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,,GCA_030142095.1,genbank,23216,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/142/095/GCA_030142095.1_RiMJ,genus
57936,Eukaryota,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,Rubus chamaemorus,GCA_030142095.1,genbank,23216,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/142/095/GCA_030142095.1_RiMJ,genus
75079,Eukaryota,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,Rubus occidentalis,GCA_030142095.1,genbank,23216,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/142/095/GCA_030142095.1_RiMJ,genus
38868,Eukaryota,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,Salvia officinalis,GCA_036937905.1,genbank,21880,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/937/905/GCA_036937905.1_ASM3693790v1,genus
397755,Eukaryota,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Septoria,Septoria lycopersici,GCA_024114885.1,genbank,39702,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/114/885/GCA_024114885.1_ASM2411488v1,genus
49992,Eukaryota,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Thymus,Thymus vulgaris,GCA_029379335.1,genbank,49990,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/379/335/GCA_029379335.1_ASM2937933v1,genus
64580,Eukaryota,Streptophyta,Magnoliopsida,Malvales,Malvaceae,Tilia,,GCA_020138205.1,genbank,64580,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/138/205/GCA_020138205.1_ASM2013820v1,genus
172266,Eukaryota,Streptophyta,Magnoliopsida,Malvales,Malvaceae,Tilia,Tilia cordata,GCA_020138205.1,genbank,64580,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/138/205/GCA_020138205.1_ASM2013820v1,genus
